times,prevXsusceptibleXamong,prevXexposedXamong,prevXinfectiousXamong,prevXrecoveredXamong,prevXinfectiousXamongXagegroup_0,prevXinfectiousXamongXagegroup_5,prevXinfectiousXamongXagegroup_10,prevXinfectiousXamongXagegroup_15,prevXinfectiousXamongXagegroup_20,prevXinfectiousXamongXagegroup_25,prevXinfectiousXamongXagegroup_30,prevXinfectiousXamongXagegroup_35,prevXinfectiousXamongXagegroup_40,prevXinfectiousXamongXagegroup_45,prevXinfectiousXamongXagegroup_50,prevXinfectiousXamongXagegroup_55,prevXinfectiousXamongXagegroup_60,prevXinfectiousXamongXagegroup_65,prevXinfectiousXamongXagegroup_70,prevXinfectiousXamongXagegroup_75
139.0,0.2667231320509221,0.0009818044484897882,0.0057985957055690755,0.7264964677950191,0.005417030590012107,0.006170986806018794,0.006673319834666218,0.002714042514971842,0.0024693248799973633,0.0027267991716025046,0.004070345839261555,0.004402658306773574,0.004420750388193553,0.00488349600489261,0.004332962962936458,0.00511442666261491,0.009655763566786598,0.010335192460558265,0.013528172823968664,0.011340305389000516
140.0,0.2664960552496648,0.0008980193140833847,0.005321272328399096,0.7272846531078527,0.0049561335336715225,0.005653210173989652,0.006108454919670351,0.002464623966597515,0.00223882749444293,0.0024735509454712878,0.003705009625272226,0.004011178924214114,0.00402651712240201,0.00445191045793496,0.00394945325361321,0.004673256403982298,0.008895551929223694,0.009546863496660736,0.01257188869139672,0.010534197021505032
141.0,0.26628849223643947,0.0008209984841318808,0.004882774384591109,0.7280077348948375,0.004533713591049168,0.0051777362340694215,0.005590748540475933,0.0022387098381305127,0.002030419744898236,0.0022443804181150446,0.003372804621215439,0.0036548124680724848,0.0036677366094874995,0.004058495160033019,0.0036001243769909074,0.004270035700263777,0.008192646168339139,0.008815448147060008,0.01167769970934553,0.00978061060011202
142.0,0.2660987752056225,0.0007506554633268089,0.004479688522863591,0.7286708808081872,0.0041464731296236654,0.004740999823967598,0.005115818654776366,0.0020337344767407785,0.0018416916821747049,0.002036684835408301,0.0030703619457241676,0.0033300104872159638,0.003340833272427238,0.0036995696822593265,0.003281568429718902,0.003901198272177521,0.007542732515476742,0.008136905720875847,0.010841858558273427,0.009076480383869328
143.0,0.26592531719287715,0.0006863324564959623,0.004109199710876044,0.7292791506397508,0.00379155538939912,0.004339975114357466,0.00468024814600084,0.0018476979993466863,0.0016707191375842007,0.0018483902136962472,0.002794987077705905,0.003033959272535916,0.0030429552988221003,0.0033721126834385974,0.002991059853987273,0.0035638307369380653,0.0069420724691424225,0.00750774079367542,0.010061091952327432,0.008419013173107236
144.0,0.2657667875068949,0.0006275368920353614,0.0037688716785181154,0.7298368039225516,0.0034664943093429454,0.003972029165267994,0.004281055216278859,0.0016789106490971853,0.0015158847434631599,0.00167774841505635,0.0025443820530091244,0.0027642513621650546,0.002771664557440767,0.003073536731210863,0.0027262669354605608,0.0032554272697939922,0.0063873766885893645,0.006924851185928229,0.009332441067721312,0.007805693141257588
145.0,0.26562189859429997,0.000573780278809684,0.0034563249987156672,0.7303479961281748,0.0031688764522701885,0.0036345751904535246,0.003915328288783926,0.0015257572300567436,0.0013756451110293728,0.0015230888929518949,0.0023163339279267457,0.0025185653425637187,0.0025246105071969945,0.0028013377296315753,0.002484938506335652,0.0029735548019987545,0.005875383403725821,0.0063851408757096524,0.008652904808464682,0.007233965026527472
146.0,0.2654895041136549,0.00052463735583817,0.0031694061357812977,0.7308164523947256,0.002896518410770114,0.003325260593187504,0.0035804268999484533,0.0013868080965737015,0.0012486383382236132,0.0013829348664611758,0.0021088690949770087,0.002294826758290455,0.002299693585537906,0.002553272431599571,0.002265061287925877,0.00271602540236818,0.005403095676487994,0.005885744575214854,0.00801965860895575,0.0067014246597647655
147.0,0.2653686546578568,0.0004797577495206554,0.002906297874369936,0.7312452897182525,0.00264757943339826,0.0030420886326448914,0.0032741216696631,0.001260894335403599,0.0011337550753195438,0.0012560806071578437,0.0019203571254871369,0.002091317514309069,0.0020951757750249686,0.0023274758968285167,0.0020649658096217826,0.00248101054692803,0.0049679313317099166,0.0054241690043128074,0.007430187509276681,0.006205931172901613
148.0,0.26525822006751215,0.0004387247869909789,0.0026648435840561408,0.7316382115614407,0.0024198751554222356,0.002782692540631159,0.002993767358569932,0.0011466212355622115,0.0010296708378024883,0.0011410871302651854,0.001748856142051501,0.0019059922027349833,0.0019089877561912305,0.0021217294235927114,0.0018826650323519195,0.0022663369402540225,0.0045668356186464735,0.004997469481098281,0.006881527446406679,0.005744962743790643
149.0,0.26515713752077463,0.000401146401087934,0.0024430060216580085,0.7319987100564794,0.0022113432956499183,0.002544833874916347,0.002736865951341958,0.0010426828196482085,0.0009351466417394655,0.001036607546869353,0.0015925429207726248,0.001736929109602966,0.0017391856074763102,0.0019339463303405726,0.0017162914122402038,0.00206995758664719,0.004196906023397421,0.004602840171733584,0.006370833547220166,0.005316099174526898
150.0,0.2650647783032844,0.0003667886896362959,0.00223951996145379,0.7323289130456255,0.0020207084002164914,0.0023271026260252366,0.0025018687893133447,0.0009483418425618877,0.0008494911202545415,0.0009418850092810128,0.001450355883169868,0.001583000931410085,0.00158463071064842,0.001762888373469442,0.0015647450158822608,0.0018906381585899925,0.0038562343657496923,0.004238386636207707,0.005896068227072497,0.004917605551421349
