,Province/States,Country/Region,WHO region,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020
134,,United Arab Emirates,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,13.0,13.0,13.0,13.0,13.0,19.0,19.0,19.0,21.0,21.0,27.0,27.0,27.0,45.0,45.0,45.0,59.0,74.0,74.0,85.0,85.0,85.0,98.0,98.0,98.0,113.0,140.0,140.0,153.0,153.0,198.0,248.0,333.0,333.0,405.0,468.0,570.0,611.0,664.0,814.0,1024.0,1264.0,1505.0,1799.0,2076.0,2359.0,2659.0,2990.0,3360.0,3736.0,4123.0,4521.0,4933.0,5365.0,5825.0,6302.0,6302.0,6781.0,7256.0,7755.0,8238.0,8756.0,9281.0,9813.0,10349.0,10839.0,11380.0,11929.0,12481.0,13038.0,13599.0,14163.0,14730.0,15192.0,15738.0,16240.0,16793.0,17417.0,18198.0,18878.0,19661.0,20386.0,21084.0,21831.0,22627.0,23358.0,25063.0,25063.0,26004.0,26898.0,27892.0,28704.0,29485.0,30307.0,31086.0,31969.0,32532.0,33170.0,33896.0,34557.0,35192.0
135,,Kuwait,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,12.0,43.0,43.0,45.0,45.0,56.0,56.0,56.0,58.0,58.0,58.0,62.0,64.0,65.0,69.0,80.0,80.0,100.0,112.0,112.0,130.0,130.0,142.0,148.0,159.0,176.0,189.0,191.0,195.0,208.0,208.0,235.0,235.0,255.0,266.0,289.0,317.0,417.0,479.0,556.0,556.0,665.0,743.0,855.0,910.0,993.0,1154.0,1234.0,1300.0,1355.0,1405.0,1524.0,1658.0,1751.0,1915.0,1995.0,2080.0,2248.0,2399.0,2614.0,2892.0,3075.0,3288.0,3440.0,3740.0,4024.0,4377.0,4619.0,4983.0,5278.0,5804.0,6289.0,6567.0,7208.0,7623.0,8688.0,9286.0,10277.0,11028.0,11975.0,12860.0,13802.0,14850.0,16764.0,16764.0,17568.0,18609.0,19564.0,20464.0,21302.0,21967.0,22575.0,23267.0,24112.0,25184.0,26192.0,27043.0,27762.0
136,,Egypt,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,48.0,55.0,59.0,59.0,67.0,67.0,93.0,93.0,126.0,166.0,166.0,196.0,210.0,256.0,285.0,327.0,366.0,402.0,456.0,495.0,536.0,576.0,609.0,656.0,710.0,779.0,865.0,985.0,1070.0,1173.0,1322.0,1450.0,1560.0,1699.0,1794.0,1939.0,2065.0,2190.0,2350.0,2505.0,2673.0,2844.0,3032.0,3144.0,3333.0,3490.0,3659.0,3891.0,4092.0,4319.0,4534.0,4782.0,5042.0,5268.0,5537.0,5859.0,6193.0,6465.0,6813.0,7201.0,7588.0,7981.0,8476.0,8964.0,9400.0,9746.0,10093.0,10431.0,10829.0,11228.0,11719.0,12229.0,12764.0,13484.0,14229.0,15003.0,15786.0,16513.0,17265.0,17967.0,18756.0,19666.0,20793.0,22082.0,23449.0,24985.0,26384.0
137,,Afghanistan,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,10.0,16.0,21.0,22.0,22.0,22.0,24.0,24.0,40.0,42.0,74.0,80.0,80.0,106.0,114.0,114.0,166.0,192.0,235.0,269.0,270.0,299.0,337.0,367.0,423.0,444.0,521.0,521.0,555.0,607.0,665.0,770.0,794.0,845.0,908.0,933.0,996.0,1026.0,1092.0,1176.0,1226.0,1330.0,1463.0,1531.0,1703.0,1827.0,1827.0,2171.0,2469.0,2469.0,2469.0,2469.0,3224.0,3392.0,3563.0,3563.0,4402.0,4664.0,4967.0,4967.0,5339.0,6053.0,6402.0,6635.0,7072.0,7655.0,8145.0,8676.0,9216.0,9866.0,10582.0,11094.0,11831.0,12379.0,13016.0,13659.0,14443.0,15094.0,15750.0,16492.0
138,,Oman,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,12.0,15.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,19.0,20.0,22.0,24.0,24.0,33.0,39.0,48.0,52.0,55.0,84.0,99.0,99.0,109.0,152.0,167.0,167.0,179.0,210.0,231.0,252.0,277.0,298.0,331.0,371.0,419.0,457.0,484.0,546.0,599.0,727.0,813.0,910.0,1019.0,1069.0,1180.0,1266.0,1410.0,1508.0,1614.0,1716.0,1716.0,1905.0,1998.0,2049.0,2131.0,2274.0,2348.0,2447.0,2483.0,2568.0,2568.0,2735.0,2903.0,2958.0,3112.0,3224.0,3400.0,3574.0,3721.0,4019.0,4341.0,4625.0,5029.0,5186.0,5379.0,5671.0,5671.0,6370.0,6370.0,6794.0,7257.0,7770.0,7770.0,8118.0,8373.0,9009.0,9820.0,10423.0,11437.0,12223.0
139,,Bahrain,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,33.0,33.0,38.0,40.0,47.0,49.0,49.0,49.0,49.0,49.0,56.0,79.0,109.0,110.0,189.0,195.0,210.0,211.0,221.0,229.0,237.0,256.0,269.0,285.0,306.0,337.0,377.0,392.0,419.0,458.0,473.0,476.0,515.0,515.0,567.0,569.0,643.0,673.0,688.0,700.0,756.0,811.0,823.0,887.0,998.0,1040.0,1136.0,1362.0,1528.0,1677.0,1700.0,1744.0,1773.0,1881.0,1907.0,1973.0,2027.0,2217.0,2518.0,2589.0,2647.0,2723.0,2811.0,2921.0,3040.0,3170.0,3284.0,3356.0,3533.0,3720.0,3934.0,4199.0,4444.0,4774.0,4941.0,5236.0,5531.0,5816.0,6198.0,6583.0,6747.0,6930.0,7374.0,7532.0,7888.0,8174.0,8414.0,8802.0,9138.0,9171.0,9366.0,9692.0,10052.0,10449.0,10793.0,11398.0,11871.0
140,,Morocco,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,7.0,18.0,28.0,38.0,38.0,49.0,61.0,74.0,86.0,115.0,143.0,170.0,225.0,275.0,358.0,437.0,516.0,574.0,638.0,676.0,735.0,844.0,960.0,1113.0,1141.0,1184.0,1275.0,1377.0,1448.0,1545.0,1661.0,1763.0,1888.0,2024.0,2283.0,2564.0,2685.0,2855.0,3046.0,3209.0,3446.0,3568.0,3758.0,3897.0,4065.0,4120.0,4252.0,4359.0,4423.0,4569.0,4729.0,4903.0,5053.0,5219.0,5408.0,5548.0,5711.0,5910.0,6063.0,6360.0,6418.0,6512.0,6607.0,6652.0,6741.0,6870.0,6972.0,7023.0,7133.0,7211.0,7332.0,7406.0,7433.0,7532.0,7577.0,7601.0,7643.0,7714.0,7780.0,7807.0,7833.0
141,,Iraq,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,7.0,8.0,13.0,19.0,26.0,31.0,36.0,36.0,44.0,54.0,60.0,61.0,61.0,70.0,70.0,93.0,93.0,124.0,124.0,154.0,164.0,177.0,193.0,214.0,233.0,266.0,316.0,346.0,382.0,458.0,506.0,547.0,630.0,694.0,728.0,772.0,820.0,878.0,961.0,1031.0,1122.0,1202.0,1232.0,1280.0,1318.0,1352.0,1378.0,1400.0,1415.0,1434.0,1482.0,1513.0,1539.0,1574.0,1602.0,1631.0,1677.0,1708.0,1763.0,1820.0,1847.0,1928.0,2003.0,2085.0,2153.0,2219.0,2219.0,2346.0,2431.0,2480.0,2543.0,2603.0,2679.0,2767.0,2818.0,2913.0,3032.0,3143.0,3193.0,3260.0,3404.0,3554.0,3611.0,3724.0,3877.0,3964.0,4272.0,4469.0,4632.0,4848.0,5135.0,5457.0,5873.0,6179.0,6439.0,6868.0
142,,Sudan,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,7.0,7.0,8.0,10.0,10.0,12.0,14.0,14.0,14.0,15.0,17.0,19.0,19.0,29.0,32.0,32.0,32.0,33.0,66.0,92.0,107.0,140.0,162.0,174.0,174.0,213.0,237.0,275.0,318.0,375.0,442.0,533.0,592.0,592.0,678.0,778.0,852.0,930.0,1111.0,1164.0,1365.0,1526.0,1660.0,1817.0,1964.0,1964.0,2289.0,2591.0,2591.0,2728.0,3138.0,3138.0,3378.0,3634.0,3826.0,3976.0,4146.0,4346.0,4346.0,4521.0,4800.0,5026.0,5173.0
143,,Djibouti,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,12.0,13.0,15.0,19.0,26.0,31.0,34.0,41.0,50.0,51.0,59.0,90.0,121.0,135.0,140.0,150.0,187.0,215.0,298.0,363.0,435.0,591.0,732.0,732.0,846.0,846.0,945.0,974.0,986.0,999.0,1008.0,1023.0,1035.0,1072.0,1077.0,1089.0,1097.0,1112.0,1112.0,1116.0,1120.0,1124.0,1133.0,1135.0,1189.0,1210.0,1227.0,1256.0,1268.0,1284.0,1309.0,1331.0,1401.0,1518.0,1618.0,1828.0,2047.0,2270.0,2270.0,2270.0,2468.0,2468.0,2697.0,2914.0,2914.0,3194.0,3354.0,3569.0
144,,Somalia,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,12.0,12.0,12.0,21.0,25.0,60.0,60.0,80.0,80.0,116.0,135.0,164.0,237.0,286.0,286.0,328.0,328.0,390.0,436.0,480.0,528.0,582.0,601.0,601.0,671.0,722.0,756.0,835.0,873.0,928.0,928.0,997.0,1054.0,1089.0,1170.0,1219.0,1284.0,1284.0,1357.0,1421.0,1455.0,1502.0,1573.0,1594.0,1594.0,1594.0,1594.0,1689.0,1711.0,1731.0,1828.0,1828.0,1916.0,1976.0,2023.0
145,,Lebanon,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,13.0,13.0,13.0,16.0,22.0,28.0,32.0,41.0,41.0,66.0,66.0,77.0,93.0,99.0,109.0,120.0,133.0,149.0,163.0,206.0,248.0,267.0,304.0,333.0,368.0,391.0,412.0,438.0,446.0,463.0,479.0,508.0,508.0,527.0,527.0,541.0,548.0,575.0,582.0,609.0,619.0,630.0,632.0,641.0,658.0,663.0,668.0,673.0,673.0,677.0,682.0,682.0,688.0,696.0,704.0,707.0,710.0,717.0,721.0,725.0,729.0,733.0,737.0,740.0,741.0,750.0,784.0,796.0,809.0,845.0,859.0,870.0,878.0,886.0,891.0,902.0,911.0,954.0,954.0,961.0,1024.0,1086.0,1097.0,1114.0,1119.0,1140.0,1161.0,1168.0,1172.0,1191.0,1220.0,1233.0
146,,Tunisia,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,7.0,16.0,16.0,18.0,20.0,24.0,29.0,39.0,54.0,60.0,75.0,89.0,114.0,173.0,197.0,227.0,278.0,312.0,362.0,394.0,423.0,455.0,495.0,553.0,574.0,596.0,623.0,628.0,643.0,671.0,685.0,707.0,726.0,747.0,780.0,822.0,864.0,866.0,866.0,884.0,901.0,909.0,918.0,922.0,939.0,949.0,967.0,975.0,980.0,994.0,998.0,1009.0,1009.0,1018.0,1022.0,1025.0,1026.0,1030.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1035.0,1037.0,1037.0,1043.0,1044.0,1045.0,1046.0,1048.0,1048.0,1051.0,1051.0,1051.0,1051.0,1068.0,1071.0,1076.0,1077.0,1084.0
147,,Jordan,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,35.0,35.0,52.0,56.0,69.0,84.0,112.0,127.0,153.0,172.0,212.0,235.0,246.0,259.0,268.0,274.0,278.0,299.0,310.0,323.0,345.0,349.0,353.0,358.0,372.0,372.0,381.0,389.0,391.0,397.0,401.0,402.0,407.0,413.0,417.0,425.0,428.0,435.0,437.0,441.0,444.0,447.0,449.0,449.0,451.0,453.0,459.0,460.0,461.0,465.0,471.0,473.0,494.0,508.0,522.0,540.0,562.0,576.0,582.0,586.0,596.0,607.0,613.0,629.0,649.0,672.0,684.0,700.0,704.0,708.0,711.0,718.0,720.0,728.0,730.0,734.0,739.0,746.0
148,,Yemen,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,7.0,10.0,10.0,12.0,23.0,26.0,26.0,36.0,36.0,53.0,58.0,67.0,72.0,87.0,108.0,126.0,132.0,134.0,171.0,184.0,197.0,209.0,216.0,226.0,237.0,253.0,260.0,282.0,287.0,314.0,327.0,358.0
149,,Libya,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,8.0,8.0,10.0,10.0,10.0,17.0,17.0,18.0,18.0,20.0,21.0,24.0,24.0,25.0,25.0,26.0,35.0,48.0,49.0,49.0,49.0,51.0,51.0,59.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,68.0,69.0,71.0,72.0,75.0,75.0,75.0,77.0,99.0,105.0,118.0,130.0,156.0,168.0
150,,Syrian Arab Republic,Eastern Mediterranean Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,9.0,10.0,10.0,10.0,16.0,16.0,16.0,19.0,19.0,19.0,19.0,19.0,19.0,25.0,25.0,25.0,29.0,33.0,33.0,38.0,38.0,39.0,39.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,50.0,51.0,58.0,58.0,58.0,58.0,58.0,59.0,70.0,86.0,106.0,121.0,121.0,122.0,122.0,122.0,122.0,123.0
151,,occupied Palestinian territory,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,16.0,16.0,19.0,26.0,30.0,30.0,31.0,35.0,38.0,38.0,39.0,41.0,44.0,47.0,48.0,52.0,59.0,59.0,60.0,64.0,84.0,97.0,104.0,115.0,117.0,134.0,134.0,165.0,193.0,217.0,246.0,254.0,263.0,263.0,266.0,268.0,268.0,271.0,274.0,288.0,293.0,295.0,313.0,320.0,324.0,329.0,335.0,336.0,336.0,340.0,342.0,342.0,342.0,343.0,344.0,344.0,353.0,353.0,353.0,532.0,543.0,546.0,547.0,547.0,547.0,547.0,547.0,547.0,548.0,548.0,554.0,555.0,560.0,567.0,570.0,577.0,608.0,602.0,602.0,602.0,602.0,605.0,613.0,625.0,625.0,626.0,627.0,628.0
152,,United States of America,Region of the Americas,0.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,35.0,35.0,35.0,53.0,53.0,59.0,59.0,62.0,62.0,62.0,64.0,108.0,129.0,148.0,213.0,213.0,213.0,472.0,696.0,987.0,1264.0,1678.0,1678.0,1678.0,3503.0,3536.0,7087.0,10442.0,15219.0,15219.0,31573.0,42164.0,51914.0,63570.0,68334.0,85228.0,103321.0,122653.0,140640.0,163199.0,187320.0,213600.0,241703.0,273808.0,307318.0,333811.0,363321.0,395030.0,425889.0,461275.0,492881.0,524514.0,553882.0,578268.0,604070.0,632781.0,665330.0,695353.0,723605.0,751273.0,776907.0,800926.0,830053.0,860772.0,899281.0,931698.0,960916.0,983457.0,1003974.0,1035353.0,1067127.0,1093880.0,1125719.0,1154985.0,1171185.0,1193452.0,1215571.0,1245874.0,1245775.0,1271645.0,1298287.0,1322054.0,1340098.0,1361522.0,1382362.0,1409452.0,1432265.0,1477516.0,1477459.0,1501876.0,1525186.0,1547973.0,1568448.0,1592599.0,1618757.0,1634010.0,1658896.0,1675258.0,1694864.0,1716078.0,1734040.0,1783638.0
153,,Brazil,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,7.0,13.0,19.0,25.0,25.0,34.0,52.0,77.0,98.0,121.0,200.0,234.0,234.0,291.0,428.0,621.0,904.0,904.0,1546.0,2201.0,2433.0,2433.0,2915.0,3417.0,3904.0,4256.0,4579.0,5717.0,6836.0,7910.0,9056.0,10278.0,11130.0,12056.0,13717.0,15927.0,17857.0,19638.0,20727.0,22169.0,23430.0,25262.0,28320.0,30425.0,33682.0,36599.0,38654.0,40581.0,43079.0,45757.0,49492.0,52995.0,58509.0,61888.0,66501.0,71886.0,78162.0,85380.0,91589.0,96559.0,101147.0,107780.0,114715.0,125218.0,135106.0,145328.0,155939.0,162699.0,168331.0,177589.0,188974.0,202918.0,218223.0,233142.0,241080.0,254220.0,271628.0,291579.0,310087.0,330890.0,347398.0,363211.0,374898.0,391222.0,411821.0,438238.0,465166.0,498440.0,514849.0
154,,Peru,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,9.0,11.0,17.0,22.0,28.0,43.0,71.0,86.0,86.0,145.0,234.0,234.0,318.0,318.0,395.0,416.0,480.0,580.0,580.0,635.0,671.0,852.0,1065.0,1323.0,1323.0,1414.0,1595.0,1746.0,2281.0,2561.0,2954.0,4342.0,5256.0,5897.0,6848.0,7519.0,7519.0,10303.0,11475.0,13489.0,13489.0,14420.0,15628.0,16325.0,17837.0,19250.0,20914.0,21648.0,25331.0,27517.0,28699.0,31190.0,33931.0,36976.0,40459.0,42534.0,45928.0,47372.0,51189.0,54817.0,58526.0,61847.0,65025.0,67307.0,68822.0,72059.0,76306.0,80604.0,84495.0,88541.0,92273.0,94933.0,99483.0,104020.0,108769.0,111698.0,115754.0,119959.0,123979.0,129751.0,135905.0,141779.0,148285.0,155671.0,164476.0
