,Province/States,Country/Region,WHO region,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020
220,,Zambia,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,13.0,16.0,16.0,35.0,35.0,36.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,43.0,45.0,45.0,48.0,48.0,52.0,57.0,61.0,65.0,70.0,74.0,76.0,84.0,84.0,88.0,89.0,95.0,97.0,106.0,109.0,119.0,124.0,137.0,137.0,139.0,153.0,167.0,252.0,267.0,267.0,441.0,446.0,654.0,668.0,679.0,753.0,761.0,772.0,832.0,866.0,920.0,920.0,920.0,920.0,920.0,1057.0,1057.0,1057.0,1057.0,1057.0,1089.0
221,,Central African Republic,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,16.0,19.0,19.0,19.0,42.0,50.0,50.0,64.0,64.0,72.0,72.0,94.0,94.0,94.0,94.0,94.0,143.0,179.0,179.0,179.0,187.0,221.0,301.0,301.0,327.0,336.0,411.0,411.0,436.0,479.0,552.0,604.0,652.0,652.0,701.0,755.0,874.0,874.0,1011.0,1069.0
222,,Equatorial Guinea,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,13.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,21.0,41.0,51.0,51.0,51.0,79.0,79.0,79.0,79.0,84.0,84.0,212.0,258.0,258.0,258.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,522.0,583.0,594.0,594.0,690.0,719.0,825.0,890.0,903.0,960.0,960.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0
223,,South Sudan,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,34.0,34.0,35.0,45.0,45.0,46.0,49.0,49.0,58.0,90.0,120.0,120.0,156.0,174.0,174.0,194.0,231.0,231.0,231.0,282.0,282.0,282.0,339.0,473.0,473.0,563.0,655.0,655.0,806.0,806.0,994.0,994.0,994.0,994.0,994.0
224,,Niger,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,10.0,10.0,20.0,20.0,20.0,74.0,74.0,98.0,144.0,144.0,184.0,278.0,342.0,410.0,438.0,491.0,529.0,548.0,570.0,584.0,609.0,627.0,639.0,648.0,655.0,657.0,662.0,671.0,681.0,684.0,696.0,701.0,709.0,713.0,719.0,728.0,736.0,750.0,755.0,763.0,770.0,781.0,795.0,815.0,821.0,832.0,854.0,860.0,876.0,885.0,889.0,904.0,909.0,914.0,920.0,924.0,937.0,943.0,945.0,951.0,952.0,955.0,955.0,955.0,956.0,958.0,958.0
225,,Burkina Faso,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,15.0,20.0,26.0,40.0,40.0,72.0,75.0,99.0,114.0,146.0,146.0,146.0,146.0,222.0,246.0,261.0,261.0,261.0,261.0,302.0,302.0,345.0,364.0,384.0,414.0,443.0,443.0,443.0,497.0,515.0,528.0,543.0,547.0,547.0,565.0,576.0,581.0,600.0,600.0,616.0,629.0,632.0,632.0,638.0,638.0,645.0,649.0,652.0,662.0,672.0,689.0,729.0,736.0,736.0,748.0,751.0,760.0,766.0,773.0,773.0,780.0,782.0,796.0,796.0,806.0,809.0,812.0,814.0,831.0,832.0,841.0,845.0,845.0,847.0,847.0,853.0,881.0,883.0
226,,Sierra Leone,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,10.0,10.0,11.0,13.0,15.0,26.0,30.0,35.0,43.0,50.0,61.0,64.0,82.0,86.0,93.0,99.0,104.0,116.0,124.0,136.0,155.0,157.0,178.0,199.0,225.0,231.0,257.0,291.0,307.0,338.0,338.0,387.0,408.0,447.0,462.0,505.0,519.0,534.0,570.0,585.0,606.0,621.0,721.0,735.0,754.0,782.0,812.0,829.0,852.0,861.0,865.0
227,,Madagascar,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,13.0,19.0,19.0,24.0,26.0,26.0,37.0,46.0,53.0,53.0,65.0,65.0,70.0,77.0,77.0,92.0,93.0,95.0,95.0,104.0,106.0,106.0,110.0,110.0,117.0,117.0,120.0,121.0,121.0,121.0,121.0,12.0,122.0,124.0,128.0,128.0,128.0,128.0,132.0,135.0,149.0,151.0,158.0,158.0,193.0,193.0,169.0,169.0,169.0,186.0,192.0,212.0,230.0,238.0,283.0,304.0,322.0,326.0,371.0,405.0,448.0,488.0,527.0,542.0,586.0,612.0,656.0,698.0,758.0,771.0,826.0
228,,Chad,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,18.0,23.0,23.0,27.0,27.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,40.0,46.0,46.0,46.0,52.0,52.0,73.0,73.0,117.0,117.0,117.0,170.0,170.0,253.0,260.0,322.0,322.0,322.0,357.0,372.0,399.0,428.0,474.0,503.0,519.0,545.0,565.0,588.0,611.0,648.0,675.0,687.0,700.0,715.0,726.0,759.0,759.0,778.0,790.0
229,,Congo,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,19.0,19.0,19.0,19.0,19.0,22.0,41.0,41.0,45.0,45.0,45.0,45.0,60.0,60.0,60.0,60.0,70.0,74.0,74.0,117.0,117.0,143.0,143.0,143.0,160.0,165.0,186.0,186.0,200.0,200.0,200.0,207.0,207.0,220.0,220.0,229.0,229.0,229.0,236.0,236.0,264.0,274.0,287.0,287.0,287.0,333.0,333.0,341.0,391.0,391.0,391.0,410.0,414.0,420.0,420.0,469.0,469.0,487.0,487.0,531.0,569.0,571.0,571.0,587.0,587.0,604.0,611.0
230,,Mauritania,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,16.0,29.0,40.0,62.0,81.0,131.0,141.0,173.0,173.0,227.0,237.0,262.0,262.0,292.0,346.0,423.0,483.0,530.0,530.0
231,,United Republic of Tanzania,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,6.0,6.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,19.0,19.0,20.0,20.0,20.0,20.0,22.0,24.0,24.0,25.0,25.0,32.0,32.0,32.0,49.0,53.0,88.0,94.0,148.0,148.0,171.0,255.0,255.0,285.0,285.0,300.0,300.0,300.0,300.0,300.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0
232,,Cabo Verde,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,55.0,55.0,55.0,55.0,55.0,67.0,67.0,67.0,88.0,90.0,106.0,106.0,113.0,113.0,121.0,121.0,152.0,165.0,165.0,186.0,191.0,218.0,230.0,236.0,246.0,260.0,270.0,289.0,315.0,326.0,328.0,328.0,328.0,335.0,349.0,356.0,362.0,371.0,380.0,390.0,390.0,390.0,390.0,405.0,421.0,435.0,458.0
233,,Uganda,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,14.0,14.0,14.0,14.0,33.0,33.0,33.0,44.0,44.0,45.0,48.0,48.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,61.0,63.0,75.0,75.0,75.0,79.0,79.0,79.0,81.0,83.0,85.0,88.0,89.0,97.0,98.0,101.0,101.0,116.0,121.0,122.0,126.0,139.0,160.0,203.0,227.0,227.0,260.0,260.0,264.0,264.0,274.0,312.0,304.0,304.0,341.0,351.0,410.0,410.0,446.0,458.0,458.0
234,,Togo,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,15.0,16.0,18.0,20.0,23.0,24.0,25.0,28.0,28.0,34.0,34.0,36.0,39.0,39.0,40.0,44.0,44.0,58.0,70.0,73.0,73.0,73.0,76.0,76.0,77.0,77.0,81.0,83.0,83.0,83.0,84.0,86.0,88.0,88.0,90.0,96.0,98.0,99.0,99.0,109.0,116.0,123.0,123.0,124.0,126.0,128.0,128.0,135.0,145.0,153.0,173.0,181.0,199.0,219.0,238.0,263.0,298.0,301.0,330.0,338.0,338.0,354.0,363.0,373.0,381.0,386.0,391.0,395.0,422.0,428.0,428.0,442.0,443.0
235,,Rwanda,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,11.0,11.0,11.0,17.0,17.0,36.0,40.0,41.0,50.0,54.0,60.0,70.0,70.0,75.0,82.0,84.0,89.0,102.0,102.0,104.0,105.0,110.0,113.0,118.0,120.0,126.0,127.0,134.0,136.0,138.0,138.0,144.0,147.0,147.0,150.0,153.0,154.0,176.0,183.0,191.0,207.0,212.0,225.0,243.0,249.0,255.0,259.0,261.0,261.0,268.0,271.0,273.0,280.0,284.0,285.0,286.0,287.0,287.0,287.0,289.0,292.0,297.0,308.0,314.0,320.0,321.0,325.0,327.0,336.0,339.0,346.0,349.0,355.0,359.0,370.0,377.0
236,,Malawi,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,8.0,8.0,8.0,9.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,23.0,33.0,33.0,33.0,34.0,36.0,36.0,36.0,37.0,37.0,38.0,39.0,41.0,41.0,43.0,43.0,43.0,56.0,56.0,57.0,58.0,63.0,63.0,63.0,65.0,70.0,70.0,71.0,72.0,72.0,82.0,83.0,83.0,101.0,101.0,101.0,203.0,273.0,279.0,284.0,336.0
237,,Mauritius,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,12.0,12.0,36.0,42.0,47.0,81.0,96.0,102.0,102.0,107.0,143.0,154.0,169.0,186.0,196.0,227.0,244.0,268.0,273.0,314.0,318.0,319.0,324.0,324.0,324.0,324.0,324.0,324.0,325.0,328.0,328.0,328.0,329.0,331.0,331.0,331.0,332.0,334.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,334.0,334.0,334.0,334.0,334.0,335.0,335.0,335.0,335.0
238,,Liberia,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,10.0,13.0,14.0,14.0,31.0,31.0,37.0,48.0,50.0,51.0,59.0,59.0,73.0,76.0,81.0,91.0,99.0,101.0,101.0,101.0,117.0,120.0,124.0,133.0,141.0,141.0,141.0,152.0,154.0,158.0,166.0,170.0,178.0,189.0,199.0,199.0,204.0,211.0,212.0,213.0,215.0,219.0,223.0,226.0,229.0,233.0,238.0,240.0,249.0,255.0,265.0,265.0,266.0,266.0,269.0,273.0,280.0,288.0,296.0
239,,S??o Tom?? and Pr??ncipe,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,16.0,16.0,23.0,23.0,161.0,171.0,174.0,165.0,208.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,169.0,169.0,165.0,165.0,165.0,165.0,165.0,174.0,174.0,165.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0
240,,Eswatini,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,12.0,12.0,12.0,12.0,14.0,14.0,15.0,16.0,16.0,19.0,22.0,22.0,24.0,24.0,31.0,31.0,40.0,56.0,59.0,65.0,71.0,91.0,100.0,106.0,108.0,112.0,116.0,119.0,123.0,153.0,159.0,163.0,172.0,175.0,184.0,187.0,187.0,190.0,202.0,203.0,205.0,208.0,217.0,220.0,225.0,238.0,250.0,256.0,261.0,272.0,279.0,279.0,283.0,285.0,293.0
241,,Mozambique,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17.0,17.0,20.0,20.0,20.0,21.0,28.0,28.0,29.0,31.0,31.0,35.0,35.0,39.0,41.0,41.0,65.0,70.0,76.0,76.0,76.0,76.0,76.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,87.0,91.0,103.0,104.0,107.0,115.0,119.0,129.0,137.0,145.0,146.0,156.0,162.0,164.0,168.0,194.0,209.0,213.0,227.0,233.0,234.0,244.0,254.0,254.0
242,,Benin,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,13.0,13.0,13.0,13.0,22.0,23.0,26.0,26.0,30.0,30.0,35.0,35.0,35.0,35.0,35.0,37.0,37.0,37.0,37.0,54.0,54.0,54.0,58.0,58.0,58.0,64.0,64.0,64.0,69.0,84.0,90.0,90.0,90.0,96.0,102.0,102.0,140.0,242.0,284.0,319.0,319.0,327.0,327.0,339.0,339.0,339.0,339.0,129.0,130.0,130.0,135.0,135.0,135.0,191.0,191.0,208.0,210.0,218.0,218.0,232.0,232.0,243.0
